antibody_id,combined_hydrophobic_area,vh_hydrophobic_surface_area,vl_min_cys_spacing,vh_min_cys_spacing,vl_hydrophobic_surface_area,vl_avg_cys_spacing,vh_avg_cys_spacing,vh_turn_formers_count,vh_helix_formers_count,vl_turn_formers_count,vl_charge_separation,vl_flexible_residues_count,vh_surface_polar_count,vh_core_size,vh_hydrophobic_core_count,vh_flexible_residues_count,combined_net_charge,vl_helix_formers_count,vh_charge_separation,vl_surface_polar_count,vh_sheet_formers_count,vl_max_cys_spacing,vl_sheet_formers_count,cdr_total_net_charge,vh_net_charge,vl_sheet_breakers_count,vl_helix_breakers_count,vl_high_curvature_regions,vl_thermal_stability_sum,vh_high_curvature_regions,vh_sheet_breakers_count,vh_helix_breakers_count,vl_hydrophobic_core_count,vl_core_size,vl_net_charge,vh_thermal_stability_sum,vh_vl_charge_balance,vh_negative_charge_count,cdr_negative_charge_total,vh_positive_charge_count,vh_thermal_motif_balance,cdr_heavy_vs_light_charge_gap,vl_estimated_tm_contribution,vh_rigid_residues_count,vl_positive_charge_count,vl_negative_charge_count,cdr_positive_charge_total,vh_estimated_tm_contribution,vh_absolute_charge,vl_absolute_charge,cdr_h3_net_charge,vl_rigid_residues_count,cdr_charge_symmetry_ratio,cdr_l2_hydrophobicity_mean,full_aromatic_stacking_count,vh_thermolabile_GG_count,cdr_h2_net_charge,vh_thermal_motif_ratio,vh_flexibility_ratio,cdr_l1_net_charge,cdr_h3_negative_charge_count,vl_thermal_motif_balance,cdr_l2_net_charge,vl_aa_diversity,cdr_h2_negative_charge_count,vh_vhh_vhh_stable_YY,vh_thermostable_YY_count,cdr_l3_hydrophobicity_mean,cdr_h2_hydrophobicity_mean,vl_flexibility_ratio,vh_vhh_vhh_stable_DY,vh_thermostable_DY_count,cdr_h3_positive_charge_count,vh_max_cys_spacing,cdr_l3_net_charge,cdr_l1_negative_charge_count,cdr_h1_net_charge,cdr_l2_positive_charge_count,vh_max_hydrophobic_patch,cdr_max_hydrophobicity_mean,cdr_h2_positive_charge_count,vl_thermolabile_GG_count,vl_thermal_motif_ratio,cdr_l1_hydrophobicity_mean,cdr_l2_negative_charge_count,cdr_min_hydrophobicity_mean,vh_aa_diversity,HIC_delta_G_ML,PR_CHO,AC-SINS_pH7.4_nmol/mg,Tm2_DSF_degC,Titer_g/L
GDPa1-116,220.9,123.8,65.0,74.0,97.1,65.0,74.0,34.0,29.0,32.0,38.78181818181818,38.0,54.0,39.0,39.0,37.0,3.5,26.0,40.36363636363637,56.0,41.0,65.0,29.0,-0.5,3.0,14.0,14.0,14.0,-10.1,15.0,15.0,15.0,28.0,28.0,0.5,-6.199999999999999,2.5,11.0,6.0,14.0,1.0,1.5,76.72897196261682,6.0,11.0,10.0,5.5,79.91596638655462,3.0,0.5,-3.0,6.0,1.5,0.7666666666666666,5.0,3.0,0.0,1.0,5.285714285714286,1.0,4.0,3.0,0.0,19.0,-0.0,2.0,2.0,-0.788888888888889,0.5625,5.428571428571429,2.0,2.0,1.0,74.0,-0.5,1.0,2.0,0.0,3.0,0.7666666666666666,0.0,0.0,3.0,-0.875,-0.0,-1.5461538461538462,19.0,2.46,0.211552157,0.625,84.31,313.39
GDPa1-117,237.7,114.6,70.0,74.0,123.1,70.0,74.0,30.0,31.0,35.0,37.62244897959184,37.0,56.0,36.0,36.0,39.0,6.5,26.0,36.31666666666667,55.0,39.0,70.0,36.0,2.5,1.0,17.0,17.0,17.0,-7.899999999999999,15.0,15.0,15.0,33.0,33.0,5.5,-7.300000000000001,4.5,10.0,2.0,12.0,5.0,4.5,79.46428571428572,6.0,14.0,7.0,4.5,78.57142857142857,1.0,5.5,-1.0,8.0,1.8,0.5666666666666667,3.0,0.0,0.0,5.0,5.571428571428571,2.5,1.0,1.0,1.0,20.0,-0.0,1.0,1.0,-0.2333333333333332,-0.225,4.111111111111111,3.0,3.0,0.0,74.0,0.0,-0.0,0.0,1.0,2.0,0.5666666666666667,0.0,0.0,1.0,-0.775,-0.0,-0.775,20.0,3.08,0.539987917,27.0,81.53,
GDPa1-118,232.1,116.9,70.0,74.0,115.2,70.0,74.0,28.0,35.0,38.0,34.4375,38.0,54.0,40.0,40.0,34.0,2.5,25.0,33.1474358974359,53.0,39.0,70.0,35.0,-1.0,-0.5,20.0,20.0,20.0,-10.6,16.0,16.0,16.0,31.0,31.0,3.0,-8.000000000000002,3.5,12.0,5.0,13.0,3.0,6.0,79.10714285714286,9.0,12.0,8.0,4.0,82.16666666666667,0.5,3.0,1.0,9.0,6.0,-0.5,4.0,0.0,-3.0,2.0,3.4,0.5,-0.0,0.0,2.0,20.0,3.0,2.0,2.0,0.2,-1.525,3.8,1.0,1.0,1.0,74.0,0.0,-0.0,-1.5,2.0,3.0,0.2,0.0,1.0,0.5,-0.2375,-0.0,-1.525,20.0,2.615,0.114857991,-0.375,82.52,162.76
GDPa1-119,224.6,114.4,65.0,74.0,110.2,65.0,74.0,32.0,29.0,34.0,37.27272727272727,39.0,53.0,37.0,37.0,40.0,-5.0,19.0,38.95959595959596,55.0,37.0,65.0,31.0,-6.0,-2.0,17.0,17.0,17.0,-12.100000000000003,16.0,16.0,16.0,29.0,29.0,-3.0,-8.700000000000003,1.0,11.0,7.0,9.0,1.0,2.0,78.03738317757009,7.0,8.0,11.0,1.0,79.56521739130434,2.0,3.0,-1.0,8.0,0.3333333333333333,-0.95,2.0,1.0,-1.0,1.0,5.0,-4.0,1.0,0.0,1.0,19.0,1.0,1.0,1.0,-0.5111111111111112,-0.7875000000000001,4.333333333333333,0.0,0.0,0.0,74.0,-1.0,4.0,0.0,1.0,3.0,-0.3846153846153845,0.0,1.0,0.5,-1.475,-0.0,-1.475,19.0,2.575,,0.0,83.14500000000001,126.74
GDPa1-120,238.9,139.6,65.0,74.0,99.3,65.0,74.0,35.0,30.0,30.0,38.61904761904762,37.0,52.0,43.0,43.0,39.0,4.5,27.0,38.52307692307692,54.0,43.0,65.0,31.0,1.5,2.5,13.0,13.0,13.0,-7.000000000000001,18.0,18.0,18.0,31.0,31.0,2.0,-6.000000000000002,0.5,10.0,4.0,13.0,-2.0,1.5,79.24528301886792,6.0,9.0,7.0,5.5,80.65573770491804,2.5,2.0,1.0,8.0,1.0,-0.5499999999999999,2.0,3.0,0.0,0.4,5.571428571428571,0.0,3.0,1.0,0.0,19.0,-0.0,1.0,1.0,-1.4,0.575,4.111111111111111,0.0,0.0,4.0,74.0,0.0,-0.0,0.5,1.0,3.0,0.75,0.0,0.0,1.0,0.4125,1.0,-1.4,20.0,2.615,0.0,26.125,,352.37
GDPa1-121,231.1,121.6,66.0,74.0,109.5,66.0,74.0,35.0,26.0,35.0,37.47916666666666,38.0,49.0,38.0,38.0,40.0,5.0,27.0,37.08571428571429,52.0,37.0,66.0,32.0,1.5,3.0,17.0,17.0,17.0,-8.100000000000001,17.0,17.0,17.0,31.0,31.0,2.0,-6.4,1.0,7.0,1.0,10.0,0.0,1.5,78.33333333333333,7.0,12.0,8.0,2.5,80.08849557522124,3.0,2.0,-1.0,7.0,1.0,-0.5499999999999999,3.0,3.0,0.0,0.8,5.0,0.0,1.0,0.0,0.0,19.0,-0.0,2.0,2.0,-1.1444444444444446,-0.0125,4.75,1.0,1.0,0.0,74.0,1.5,-0.0,1.0,0.0,3.0,0.3375,0.0,1.0,0.5,0.3375,-0.0,-1.1444444444444446,19.0,2.5,0.101582897,27.5,86.77000000000001,285.99
GDPa1-122,242.9,131.6,69.0,73.0,111.3,69.0,73.0,32.0,24.0,36.0,41.3,37.0,52.0,42.0,42.0,39.0,-1.5,27.0,36.875,56.0,41.0,69.0,32.0,-2.0,1.0,16.0,16.0,16.0,-12.200000000000005,15.0,15.0,15.0,32.0,32.0,-2.5,-4.8,3.5,8.0,4.0,9.0,3.0,0.0,78.64864864864865,10.0,10.0,12.0,2.0,82.71186440677965,1.0,2.5,-1.0,7.0,0.0,2.733333333333333,3.0,0.0,0.0,2.0,3.5454545454545454,0.0,1.0,0.0,0.0,20.0,1.0,2.0,2.0,-1.4888888888888887,0.5125,4.625,0.0,0.0,0.0,73.0,-1.0,1.0,0.0,0.0,4.0,2.733333333333333,1.0,1.0,0.5,-1.25,-0.0,-1.4888888888888887,19.0,3.4850000000000003,,0.0,,57.13
GDPa1-123,223.2,113.1,65.0,74.0,110.1,65.0,74.0,30.0,36.0,32.0,36.975,38.0,57.0,37.0,37.0,36.0,9.5,29.0,37.89523809523809,53.0,39.0,65.0,29.0,3.5,7.5,16.0,16.0,16.0,-8.100000000000003,13.0,13.0,13.0,32.0,32.0,2.0,-5.2,5.5,7.0,1.0,15.0,4.0,0.5,78.78504672897196,7.0,10.0,8.0,4.5,79.91596638655463,7.5,2.0,1.0,7.0,0.1428571428571428,-0.9666666666666668,5.0,0.0,0.0,2.5,4.5,0.0,1.0,0.0,1.0,18.0,-0.0,3.0,3.0,-1.2111111111111112,-0.7124999999999999,4.75,1.0,1.0,2.0,74.0,1.0,-0.0,0.5,1.0,2.0,0.1625,0.0,1.0,0.5,0.1625,-0.0,-1.5923076923076922,20.0,2.435,0.332797299,24.5,80.52,124.07
GDPa1-124,226.3,123.1,65.0,74.0,103.2,65.0,74.0,39.0,29.0,37.0,37.01234567901235,40.0,51.0,41.0,41.0,44.0,1.5,27.0,39.05,53.0,38.0,65.0,28.0,1.5,2.0,17.0,17.0,17.0,-12.4,21.0,21.0,21.0,30.0,30.0,-0.5,-11.0,2.5,10.0,4.0,12.0,-2.0,5.5,77.03703703703704,7.0,9.0,9.0,5.5,79.75206611570248,2.0,0.5,0.0,6.0,3.6666666666666665,-2.966666666666667,4.0,3.0,0.0,0.5,5.5,1.0,1.0,2.0,2.0,19.0,-0.0,1.0,1.0,-1.477777777777778,-0.7125,5.714285714285714,1.0,1.0,1.0,74.0,0.5,-0.0,-2.0,2.0,3.0,0.3384615384615385,0.0,1.0,1.5,-0.5,-0.0,-2.966666666666667,19.0,2.5,,16.0,82.51,52.18
GDPa1-125,220.3,114.0,65.0,74.0,106.3,65.0,74.0,32.0,31.0,34.0,40.125,38.0,59.0,40.0,40.0,41.0,-1.5,29.0,35.484848484848484,51.0,41.0,65.0,31.0,-4.0,-2.0,16.0,16.0,16.0,-7.3,13.0,13.0,13.0,33.0,33.0,0.5,-5.300000000000001,2.5,12.0,5.0,11.0,4.0,3.0,80.28037383177569,8.0,8.0,7.0,1.0,80.2439024390244,2.0,0.5,-1.5,9.0,0.75,-0.0166666666666666,4.0,0.0,-1.0,4.0,4.555555555555555,0.5,2.0,1.0,-1.0,20.0,1.0,1.0,1.0,-1.4888888888888887,-0.0375,3.8,2.0,2.0,0.5,74.0,0.0,-0.0,-1.0,0.0,2.0,-0.0166666666666666,0.0,1.0,1.0,-0.3875,1.0,-1.4888888888888887,20.0,3.725,0.467733033,8.0,75.01,132.11
GDPa1-126,210.4,102.8,69.0,74.0,107.6,69.0,74.0,32.0,33.0,36.0,41.37037037037037,39.0,54.0,34.0,34.0,38.0,2.5,27.0,37.388888888888886,56.0,35.0,69.0,31.0,-2.5,2.5,16.0,16.0,16.0,-10.8,16.0,16.0,16.0,33.0,33.0,0.0,-9.7,2.5,9.0,5.0,12.0,2.0,1.5,79.1891891891892,7.0,9.0,9.0,2.5,78.79310344827587,2.5,0.0,0.0,8.0,0.6,2.4,3.0,1.0,0.0,1.3333333333333333,4.75,-2.0,1.0,0.0,0.0,19.0,-0.0,1.0,1.0,-1.7777777777777777,-0.5875,4.333333333333333,2.0,2.0,1.0,74.0,0.0,2.0,-0.5,0.0,2.0,2.4,0.0,0.0,0.5,-0.5375,-0.0,-1.7777777777777777,20.0,3.055,0.144886122,-0.375,80.68,352.37
GDPa1-127,238.2,128.4,65.0,74.0,109.8,65.0,74.0,34.0,32.0,31.0,38.125,34.0,53.0,42.0,42.0,39.0,0.0,30.0,45.21111111111111,51.0,40.0,65.0,32.0,-2.0,-1.0,14.0,14.0,14.0,-5.800000000000001,17.0,17.0,17.0,34.0,34.0,1.0,-6.3000000000000025,2.0,10.0,4.0,9.0,2.0,4.0,80.84112149532712,7.0,9.0,8.0,2.0,80.73170731707317,1.0,1.0,-3.0,8.0,2.0,-1.45,4.0,2.0,0.0,1.3333333333333333,4.875,0.0,3.0,1.0,0.0,19.0,-0.0,2.0,2.0,-1.8666666666666667,2.025,3.7777777777777777,1.0,1.0,0.0,74.0,1.0,-0.0,0.0,1.0,2.0,2.025,0.0,0.0,1.0,0.325,1.0,-1.8666666666666667,19.0,4.5,0.447300883,11.625,,148.22
GDPa1-128,190.2,104.9,64.0,74.0,85.3,64.0,74.0,35.0,30.0,35.0,37.142857142857146,39.0,58.0,35.0,35.0,40.0,2.5,27.0,34.52,50.0,37.0,64.0,28.0,0.0,-0.5,17.0,17.0,17.0,-10.6,15.0,15.0,15.0,28.0,28.0,3.0,-10.500000000000002,3.5,10.0,3.0,10.0,4.0,5.0,77.88461538461539,9.0,11.0,7.0,3.0,79.5,0.5,3.0,-1.0,8.0,5.0,-0.1,3.0,0.0,-2.0,4.0,4.0,0.5,1.0,0.0,1.0,20.0,2.0,2.0,2.0,-1.022222222222222,-0.9625,4.333333333333333,1.0,1.0,0.0,74.0,1.0,-0.0,0.5,1.0,2.0,-0.1,0.0,1.0,0.5,-0.5000000000000001,-0.0,-1.022222222222222,20.0,2.515,0.0,2.0,84.84,224.95
GDPa1-129,252.3,128.7,70.0,74.0,123.6,70.0,74.0,33.0,31.0,35.0,34.666666666666664,35.0,51.0,42.0,42.0,38.0,9.0,28.0,34.582417582417584,55.0,41.0,70.0,35.0,4.0,5.5,18.0,18.0,18.0,-9.5,15.0,15.0,15.0,33.0,33.0,3.5,-3.800000000000002,2.0,7.0,2.0,13.0,2.0,1.0,79.82142857142857,5.0,14.0,9.0,6.0,80.33898305084746,5.5,3.5,1.0,8.0,0.25,-0.9833333333333334,4.0,1.0,0.0,1.3333333333333333,6.333333333333333,-0.5,1.0,1.0,3.0,20.0,-0.0,2.0,2.0,0.2,1.0375,3.888888888888889,1.0,1.0,2.0,74.0,0.0,1.0,0.5,3.0,3.0,1.0375,0.0,0.0,1.0,0.2624999999999999,-0.0,-1.1153846153846154,20.0,2.555,0.281187545,12.0,80.09,154.15
GDPa1-130,245.5,128.0,70.0,74.0,117.5,70.0,74.0,35.0,33.0,38.0,36.358024691358025,38.0,53.0,40.0,40.0,38.0,2.0,23.0,32.0,52.0,38.0,70.0,35.0,-1.5,2.0,19.0,19.0,19.0,-10.4,18.0,18.0,18.0,33.0,33.0,0.0,-8.0,2.0,10.0,4.0,13.0,0.0,3.5,79.82142857142858,7.0,9.0,9.0,2.5,80.5,2.0,0.0,-2.0,9.0,2.333333333333333,2.0,2.0,2.0,-1.0,0.75,4.75,0.0,2.0,0.0,0.0,19.0,2.0,1.0,1.0,-0.0666666666666666,-1.675,3.8,1.0,1.0,0.0,74.0,1.0,-0.0,0.5,0.0,4.0,2.0,1.0,0.0,0.5,-0.3375,-0.0,-1.675,20.0,2.9850000000000003,0.0,-0.5,83.495,240.58
GDPa1-131,233.2,123.8,65.0,76.0,109.4,65.0,76.0,38.0,28.0,31.0,40.35714285714285,35.0,54.0,41.0,41.0,43.0,2.0,27.0,35.31111111111111,53.0,37.0,65.0,33.0,1.0,-1.0,14.0,14.0,14.0,-6.7,16.0,16.0,16.0,31.0,31.0,3.0,-7.600000000000001,4.0,10.0,3.0,9.0,1.0,1.0,78.97196261682242,7.0,10.0,7.0,4.0,80.16949152542372,1.0,3.0,-1.0,7.0,1.0,0.7833333333333332,4.0,2.0,0.0,1.0,5.375,0.0,1.0,2.0,0.0,19.0,1.0,2.0,2.0,-0.5666666666666667,-0.8875,4.375,0.0,0.0,0.0,76.0,1.0,1.0,1.0,0.0,3.0,0.7833333333333332,1.0,0.0,2.0,-1.1625,-0.0,-1.1625,19.0,2.6900000000000004,,1.0,,140.25
GDPa1-132,211.7,105.5,71.0,74.0,106.2,71.0,74.0,33.0,32.0,35.0,41.34444444444444,38.0,59.0,35.0,35.0,42.0,4.5,27.0,37.86813186813187,57.0,37.0,71.0,34.0,1.5,5.5,15.0,15.0,15.0,-10.7,14.0,14.0,14.0,31.0,31.0,-1.0,-7.800000000000001,6.5,7.0,2.0,13.0,4.0,1.5,78.49557522123894,7.0,9.0,10.0,3.5,78.16666666666667,5.5,1.0,0.5,8.0,1.0,0.8833333333333333,3.0,0.0,0.0,4.0,5.25,0.0,1.0,2.0,1.0,19.0,-0.0,2.0,2.0,0.2555555555555556,0.1374999999999999,4.222222222222222,1.0,1.0,1.5,74.0,-1.0,-0.0,1.0,1.0,2.0,0.8833333333333333,0.0,0.0,2.0,-0.5624999999999999,-0.0,-1.415384615384615,20.0,2.96,0.319664946,13.125,85.285,301.96
GDPa1-133,216.3,108.2,65.0,74.0,108.1,65.0,74.0,31.0,33.0,26.0,38.94230769230769,34.0,58.0,35.0,35.0,37.0,4.0,28.0,34.06818181818182,54.0,36.0,65.0,32.0,-1.0,0.5,13.0,13.0,13.0,-5.8,16.0,16.0,16.0,32.0,32.0,3.5,-9.7,3.0,11.0,4.0,12.0,2.0,2.0,78.97196261682242,9.0,13.0,8.0,3.0,80.0,0.5,3.5,-2.0,6.0,2.0,-0.4666666666666666,3.0,1.0,0.0,1.3333333333333333,3.7,-1.0,2.0,0.0,1.0,20.0,-0.0,1.0,1.0,-1.8666666666666667,-0.625,4.857142857142857,1.0,1.0,0.0,74.0,0.5,1.0,0.5,1.0,2.0,0.0999999999999999,0.0,1.0,0.5,0.0999999999999999,-0.0,-1.8666666666666667,20.0,2.715,,0.0,81.755,116.1
GDPa1-134,202.3,101.8,64.0,74.0,100.5,64.0,74.0,32.0,34.0,33.0,38.82142857142857,39.0,62.0,35.0,35.0,40.0,1.5,23.0,40.63095238095238,54.0,36.0,64.0,32.0,0.5,1.0,13.0,13.0,13.0,-7.4,13.0,13.0,13.0,30.0,30.0,0.5,-9.8,0.5,12.0,4.0,14.0,4.0,0.5,77.9245283018868,7.0,8.0,7.0,4.5,78.4297520661157,1.0,0.5,-2.0,7.0,0.5,-0.0333333333333333,3.0,0.0,1.0,2.5,5.0,0.0,4.0,2.0,0.0,20.0,-0.0,1.0,1.0,0.0222222222222221,-1.525,4.875,3.0,3.0,2.0,74.0,0.5,-0.0,1.0,0.0,2.0,0.0374999999999999,1.0,0.0,2.0,0.0374999999999999,-0.0,-2.0538461538461537,20.0,2.6900000000000004,0.0,-0.375,,291.17
GDPa1-135,248.5,135.9,68.0,74.0,112.6,68.0,74.0,30.0,33.0,41.0,30.446428571428573,42.0,55.0,42.0,42.0,37.0,-3.0,26.0,32.676923076923075,48.0,40.0,68.0,29.0,-5.0,-3.5,23.0,23.0,23.0,-13.200000000000005,16.0,16.0,16.0,33.0,33.0,0.5,-7.200000000000003,4.0,13.0,7.0,10.0,1.0,4.0,79.1891891891892,7.0,8.0,7.0,2.0,81.33333333333333,3.5,0.5,0.0,9.0,0.8,-1.8166666666666669,2.0,1.0,-4.0,1.0,4.625,-1.0,-0.0,1.0,1.5,19.0,4.0,1.0,1.0,0.911111111111111,-1.475,4.2,0.0,0.0,0.0,74.0,-1.0,1.0,-0.5,1.5,4.0,0.9538461538461538,0.0,1.0,1.0,-0.6,-0.0,-1.8166666666666669,20.0,2.925,0.319048265,1.25,85.93,
GDPa1-136,244.5,127.1,71.0,73.0,117.4,71.0,73.0,35.0,22.0,37.0,41.18888888888889,39.0,56.0,39.0,39.0,42.0,3.0,28.0,38.63636363636363,55.0,39.0,71.0,33.0,1.5,2.5,17.0,17.0,17.0,-10.7,17.0,17.0,17.0,34.0,34.0,0.5,-6.799999999999999,2.0,8.0,2.0,11.0,3.0,0.5,78.8495575221239,12.0,10.0,9.0,3.5,82.10084033613444,2.5,0.5,1.0,7.0,0.3333333333333333,0.8833333333333333,2.0,1.0,-1.0,2.0,3.230769230769231,0.0,1.0,0.0,1.0,20.0,1.0,1.0,1.0,0.8111111111111112,-0.05,4.875,2.0,2.0,2.0,73.0,0.0,-0.0,0.5,1.0,3.0,0.8833333333333333,0.0,1.0,0.5,-0.6124999999999999,-0.0,-0.6538461538461539,20.0,2.5700000000000003,0.0,-0.875,84.07,319.37
GDPa1-137,237.7,116.4,70.0,74.0,121.3,70.0,74.0,35.0,32.0,38.0,36.76923076923077,38.0,57.0,40.0,40.0,40.0,6.5,27.0,37.0,56.0,36.0,70.0,33.0,2.5,2.0,18.0,18.0,18.0,-9.3,16.0,16.0,16.0,33.0,33.0,4.5,-8.799999999999999,2.5,9.0,2.0,11.0,1.0,2.5,79.82142857142858,9.0,13.0,7.0,4.5,81.16666666666667,2.0,4.5,1.0,9.0,1.0,0.9333333333333332,4.0,0.0,-1.0,1.0,4.0,1.5,1.0,-1.0,1.0,19.0,1.0,0.0,0.0,0.2111111111111111,-1.2875,3.8,0.0,0.0,2.0,74.0,0.0,-0.0,0.0,1.0,3.0,0.9333333333333332,0.0,0.0,0.0,-0.9875,-0.0,-1.2875,19.0,2.49,0.396378105,-0.875,82.93,162.76
GDPa1-138,211.9,103.1,65.0,74.0,108.8,65.0,74.0,31.0,32.0,30.0,38.15,37.0,57.0,34.0,34.0,39.0,6.0,24.0,36.40476190476191,51.0,35.0,65.0,33.0,0.0,4.5,16.0,16.0,16.0,-6.9,14.0,14.0,14.0,33.0,33.0,1.5,-9.3,3.0,9.0,4.0,14.0,2.0,1.0,79.90654205607476,7.0,10.0,8.0,4.0,78.69565217391305,4.5,1.5,-1.0,8.0,1.0,0.0333333333333332,2.0,0.0,-1.0,2.0,4.875,0.5,1.0,0.0,-1.0,19.0,1.0,1.0,1.0,-0.5333333333333334,-1.25,4.111111111111111,0.0,0.0,0.0,74.0,0.0,1.0,2.5,0.0,2.0,0.45,0.0,1.0,0.5,0.45,1.0,-1.25,20.0,2.675,,20.625,78.36500000000001,133.78
GDPa1-139,235.9,115.6,69.0,74.0,120.3,69.0,74.0,30.0,31.0,31.0,35.21212121212121,32.0,57.0,37.0,37.0,38.0,2.0,33.0,34.53333333333333,51.0,38.0,69.0,33.0,-1.5,1.0,16.0,16.0,16.0,-6.700000000000002,14.0,14.0,14.0,36.0,36.0,1.0,-7.499999999999998,0.0,10.0,5.0,12.0,3.0,3.5,81.53153153153154,6.0,11.0,9.0,3.5,79.15254237288136,1.0,1.0,-1.0,8.0,2.333333333333333,1.35,4.0,0.0,-1.5,3.0,5.428571428571429,0.0,2.0,0.0,1.0,20.0,2.0,1.0,1.0,-1.8444444444444448,-1.2125,3.555555555555556,1.0,1.0,1.0,74.0,0.0,-0.0,0.0,1.0,3.0,1.35,0.5,1.0,0.5,0.325,-0.0,-1.8444444444444448,20.0,2.6500000000000004,,0.5,79.07,100.17
GDPa1-140,244.5,133.1,68.0,74.0,111.4,68.0,74.0,38.0,28.0,43.0,26.08333333333333,44.0,49.0,42.0,42.0,42.0,2.5,23.0,35.87777777777778,48.0,41.0,68.0,31.0,0.5,0.5,22.0,22.0,22.0,-12.0,19.0,19.0,19.0,33.0,33.0,2.0,-6.8,1.5,9.0,2.0,10.0,-3.0,0.5,78.82882882882883,5.0,8.0,6.0,2.5,79.57983193277312,0.5,2.0,0.0,9.0,0.5,0.05,3.0,4.0,0.0,0.3333333333333333,7.0,0.0,1.0,1.0,0.0,18.0,-0.0,1.0,1.0,0.022222222222222,0.5625,4.4,0.0,0.0,1.0,74.0,0.0,-0.0,0.5,0.0,3.0,0.5625,0.0,1.0,1.0,-0.45,-0.0,-0.45,20.0,2.7350000000000003,0.393869706,21.625,81.95,678.57
GDPa1-141,253.8,126.5,70.0,74.0,127.3,70.0,74.0,38.0,28.0,36.0,36.44545454545455,35.0,53.0,40.0,40.0,41.0,2.0,24.0,38.343434343434346,51.0,40.0,70.0,38.0,2.0,1.5,19.0,19.0,19.0,-8.8,16.0,16.0,16.0,35.0,35.0,0.5,-6.4,1.0,9.0,1.0,11.0,1.0,3.0,81.60714285714286,6.0,11.0,10.0,3.0,79.57983193277312,1.5,0.5,-0.5,10.0,1.5,0.5666666666666667,3.0,1.0,0.0,1.0,5.857142857142857,1.5,1.0,0.0,1.0,20.0,-0.0,2.0,2.0,0.2,0.1375,3.1818181818181817,0.0,0.0,0.5,74.0,0.0,-0.0,0.0,1.0,3.0,0.5666666666666667,0.0,0.0,0.5,-0.2375000000000001,-0.0,-0.8076923076923078,20.0,2.705,,-0.5,85.05,100.17
GDPa1-142,217.0,115.9,65.0,74.0,101.1,65.0,74.0,28.0,32.0,31.0,38.5,36.0,59.0,40.0,40.0,39.0,2.5,29.0,37.763888888888886,52.0,41.0,65.0,30.0,-3.0,-0.5,16.0,16.0,16.0,-8.700000000000003,15.0,15.0,15.0,30.0,30.0,3.0,-7.300000000000002,3.5,12.0,6.0,12.0,1.0,7.0,78.41121495327103,8.0,12.0,8.0,3.0,80.4,0.5,3.0,-2.0,7.0,2.333333333333333,-0.1166666666666666,4.0,1.0,-3.0,1.0,4.333333333333333,-1.0,2.0,0.0,1.0,20.0,3.0,1.0,1.0,-2.122222222222222,-1.3,4.5,0.0,0.0,0.0,74.0,2.0,1.0,0.0,1.0,2.0,0.0923076923076923,0.0,1.0,0.5,-0.0375,-0.0,-2.122222222222222,20.0,2.81,0.102096502,1.125,75.18,302.17
GDPa1-143,226.6,107.5,71.0,74.0,119.1,71.0,74.0,31.0,32.0,31.0,40.94444444444444,36.0,56.0,35.0,35.0,39.0,3.5,30.0,38.55303030303031,57.0,38.0,71.0,34.0,-0.5,0.5,13.0,13.0,13.0,-6.700000000000001,14.0,14.0,14.0,35.0,35.0,3.0,-6.900000000000001,2.5,11.0,3.0,12.0,5.0,4.5,79.82142857142857,7.0,12.0,9.0,2.5,78.73949579831933,0.5,3.0,-2.0,7.0,4.5,0.8833333333333333,5.0,0.0,-1.0,5.0,4.875,1.0,2.0,1.0,1.0,19.0,1.0,3.0,3.0,0.5666666666666668,-0.8624999999999999,4.5,1.0,1.0,0.0,74.0,0.0,-0.0,0.5,1.0,2.0,0.8833333333333333,0.0,0.0,1.0,-0.775,-0.0,-1.484615384615385,19.0,2.45,0.392758671,20.125,82.33,244.68
GDPa1-144,232.0,131.1,64.0,75.0,100.9,64.0,75.0,27.0,27.0,34.0,38.05714285714286,39.0,58.0,43.0,43.0,36.0,4.0,23.0,30.734265734265733,50.0,40.0,64.0,31.0,-0.5,1.5,18.0,18.0,18.0,-9.400000000000002,13.0,13.0,13.0,30.0,30.0,2.5,-4.200000000000001,1.0,11.0,5.0,13.0,2.0,5.5,77.9245283018868,11.0,10.0,7.0,4.5,83.83333333333333,1.5,2.5,-1.0,7.0,5.5,-0.1,5.0,0.0,-2.0,2.0,3.0,1.5,2.0,0.0,1.0,19.0,3.0,1.0,1.0,-0.3444444444444445,-1.2375,4.875,0.0,0.0,1.0,75.0,0.0,-0.0,0.0,1.0,3.0,0.6400000000000001,1.0,1.0,0.5,-0.625,-0.0,-1.2375,20.0,2.6950000000000003,0.374018288,0.625,83.82,383.43
